instrument,month,location_family,rel_path,abs_path,size_bytes,mtime_utc,sha256,md5,day_start_utc,day_end_utc,total_rows,filtered_rows,ts_min_ns,ts_max_ns,subsecond_spacing_rows,nonexact_1s_gap_rows,n_columns,generation,is_fixture_path,manifest_by_path,manifest_line,manifest_md5,manifest_status,manifest_by_md5,native_blocks,overlapping_block_pairs,max_rows_per_timestamp,duplicate_timestamps,filtered_distinct_seconds,filtered_max_rows_per_second,filtered_excess_rows
gc,2025-11,F_pc2_transfer_transfer_data,pc2_transfer/transfer/data/gc/gc_snapshots_2025-11.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\transfer\data\gc\gc_snapshots_2025-11.parquet,42785447,2026-04-07T15:26:11Z,4e29cccd7c81411122c88c36c2519f965949349c5da17e05301244bdac49de01,ecad11bb252dda7916c05d5fc1f95e34,13,22,1666570,674039,1762088407491197109,1764359100076189887,91958,92108,24,v3_pre_gapfill,false,pc2_transfer/transfer/checksums.txt,11,ecad11bb252dda7916c05d5fc1f95e34,MATCH,pc2_transfer/transfer/checksums.txt:L11->pc2_transfer/transfer/data/gc/gc_snapshots_2025-11.parquet; transfer/checksums.txt:L11->transfer/data/gc/gc_snapshots_2025-11.parquet,,,,,,,
gc,2025-11,A_processed_FIXTURE_PATH,processed/gc/gc_snapshots_2025-11.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\gc\gc_snapshots_2025-11.parquet,42785447,2026-03-31T23:39:43Z,4e29cccd7c81411122c88c36c2519f965949349c5da17e05301244bdac49de01,ecad11bb252dda7916c05d5fc1f95e34,13,22,1666570,674039,1762088407491197109,1764359100076189887,91958,92108,24,v3_pre_gapfill,true,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L11->pc2_transfer/transfer/data/gc/gc_snapshots_2025-11.parquet; transfer/checksums.txt:L11->transfer/data/gc/gc_snapshots_2025-11.parquet,17,16,5,8678,624446,5,49593
gc,2025-11,G_transfer_data,transfer/data/gc/gc_snapshots_2025-11.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\transfer\data\gc\gc_snapshots_2025-11.parquet,42785447,2026-04-07T15:26:11Z,4e29cccd7c81411122c88c36c2519f965949349c5da17e05301244bdac49de01,ecad11bb252dda7916c05d5fc1f95e34,13,22,1666570,674039,1762088407491197109,1764359100076189887,91958,92108,24,v3_pre_gapfill,false,transfer/checksums.txt,11,ecad11bb252dda7916c05d5fc1f95e34,MATCH,pc2_transfer/transfer/checksums.txt:L11->pc2_transfer/transfer/data/gc/gc_snapshots_2025-11.parquet; transfer/checksums.txt:L11->transfer/data/gc/gc_snapshots_2025-11.parquet,,,,,,,
gc,2025-11,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/gc/v4_gapfill/gc_snapshots_2025-11.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\gc\v4_gapfill\gc_snapshots_2025-11.parquet,39676245,2026-04-17T10:26:36Z,0a268e42ce261f896f29811d89c282576243b1913a89b095ebd11aa20d062339,c8142e0a216fe7187496f9828178490e,13,22,1533354,583200,1762174800000010297,1764194399635358271,0,17,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,114,c8142e0a216fe7187496f9828178490e,MATCH,PC2_TRANSFER_v4/manifest.csv:L114->PC2_TRANSFER_v4/processed/gc/v4_gapfill/gc_snapshots_2025-11.parquet; PC2_TRANSFER_v4/manifest.csv:L114->processed/gc/v4_gapfill/gc_snapshots_2025-11.parquet,,,,,,,
gc,2025-11,B_processed_v4_gapfill,processed/gc/v4_gapfill/gc_snapshots_2025-11.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\gc\v4_gapfill\gc_snapshots_2025-11.parquet,39676245,2026-04-17T10:26:36Z,0a268e42ce261f896f29811d89c282576243b1913a89b095ebd11aa20d062339,c8142e0a216fe7187496f9828178490e,13,22,1533354,583200,1762174800000010297,1764194399635358271,0,17,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,114,c8142e0a216fe7187496f9828178490e,MATCH,PC2_TRANSFER_v4/manifest.csv:L114->PC2_TRANSFER_v4/processed/gc/v4_gapfill/gc_snapshots_2025-11.parquet; PC2_TRANSFER_v4/manifest.csv:L114->processed/gc/v4_gapfill/gc_snapshots_2025-11.parquet,1,0,1,0,583200,1,0
gc,2025-12,E_pc2_transfer_processed,pc2_transfer/processed/gc/gc_snapshots_2025-12.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\gc\gc_snapshots_2025-12.parquet,50733522,2026-03-31T23:58:45Z,a8ff9cfc1c144889146dd6ea6ee59a2c56b41bb7a81e075a654566448ed2c554,d793eeaaf89607805795f6d4f95872c9,13,22,1909176,772203,1764507607827916389,1767218399402459929,132845,132871,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L12->pc2_transfer/transfer/data/gc/gc_snapshots_2025-12.parquet; transfer/checksums.txt:L12->transfer/data/gc/gc_snapshots_2025-12.parquet,,,,,,,
gc,2025-12,F_pc2_transfer_transfer_data,pc2_transfer/transfer/data/gc/gc_snapshots_2025-12.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\transfer\data\gc\gc_snapshots_2025-12.parquet,50733522,2026-04-07T15:26:11Z,a8ff9cfc1c144889146dd6ea6ee59a2c56b41bb7a81e075a654566448ed2c554,d793eeaaf89607805795f6d4f95872c9,13,22,1909176,772203,1764507607827916389,1767218399402459929,132845,132871,24,v3_pre_gapfill,false,pc2_transfer/transfer/checksums.txt,12,d793eeaaf89607805795f6d4f95872c9,MATCH,pc2_transfer/transfer/checksums.txt:L12->pc2_transfer/transfer/data/gc/gc_snapshots_2025-12.parquet; transfer/checksums.txt:L12->transfer/data/gc/gc_snapshots_2025-12.parquet,,,,,,,
gc,2025-12,A_processed_FIXTURE_PATH,processed/gc/gc_snapshots_2025-12.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\gc\gc_snapshots_2025-12.parquet,50733522,2026-03-31T23:58:45Z,a8ff9cfc1c144889146dd6ea6ee59a2c56b41bb7a81e075a654566448ed2c554,d793eeaaf89607805795f6d4f95872c9,13,22,1909176,772203,1764507607827916389,1767218399402459929,132845,132871,24,v3_pre_gapfill,true,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L12->pc2_transfer/transfer/data/gc/gc_snapshots_2025-12.parquet; transfer/checksums.txt:L12->transfer/data/gc/gc_snapshots_2025-12.parquet,19,18,5,9253,701106,5,71097
gc,2025-12,G_transfer_data,transfer/data/gc/gc_snapshots_2025-12.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\transfer\data\gc\gc_snapshots_2025-12.parquet,50733522,2026-04-07T15:26:11Z,a8ff9cfc1c144889146dd6ea6ee59a2c56b41bb7a81e075a654566448ed2c554,d793eeaaf89607805795f6d4f95872c9,13,22,1909176,772203,1764507607827916389,1767218399402459929,132845,132871,24,v3_pre_gapfill,false,transfer/checksums.txt,12,d793eeaaf89607805795f6d4f95872c9,MATCH,pc2_transfer/transfer/checksums.txt:L12->pc2_transfer/transfer/data/gc/gc_snapshots_2025-12.parquet; transfer/checksums.txt:L12->transfer/data/gc/gc_snapshots_2025-12.parquet,,,,,,,
gc,2025-12,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/gc/v4_gapfill/gc_snapshots_2025-12.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\gc\v4_gapfill\gc_snapshots_2025-12.parquet,49775075,2026-04-17T10:31:44Z,da659879d421499e61475679cfd645e6950c1b5769a4ae6f3ca4720064efdf30,3096000fd5eab754b0d88619c13d56fd,13,22,1845892,701102,1764594000000014885,1767218399000010065,1,22,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,115,3096000fd5eab754b0d88619c13d56fd,MATCH,PC2_TRANSFER_v4/manifest.csv:L115->PC2_TRANSFER_v4/processed/gc/v4_gapfill/gc_snapshots_2025-12.parquet; PC2_TRANSFER_v4/manifest.csv:L115->processed/gc/v4_gapfill/gc_snapshots_2025-12.parquet,,,,,,,
gc,2025-12,B_processed_v4_gapfill,processed/gc/v4_gapfill/gc_snapshots_2025-12.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\gc\v4_gapfill\gc_snapshots_2025-12.parquet,49775075,2026-04-17T10:31:44Z,da659879d421499e61475679cfd645e6950c1b5769a4ae6f3ca4720064efdf30,3096000fd5eab754b0d88619c13d56fd,13,22,1845892,701102,1764594000000014885,1767218399000010065,1,22,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,115,3096000fd5eab754b0d88619c13d56fd,MATCH,PC2_TRANSFER_v4/manifest.csv:L115->PC2_TRANSFER_v4/processed/gc/v4_gapfill/gc_snapshots_2025-12.parquet; PC2_TRANSFER_v4/manifest.csv:L115->processed/gc/v4_gapfill/gc_snapshots_2025-12.parquet,1,0,1,0,701101,2,1
he,2025-01,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/he/he_snapshots_2025-01.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\he\he_snapshots_2025-01.parquet,5617514,2026-04-02T20:43:51Z,928f4a2242ebee02e9c884cf3322cd6d202a78a1a990cec899da0db9ffbc0482,53b76beef38df52ac49724b55dc65c2a,14,19,343499,337489,1735828201000000000,1738349999999905807,1,22,24,v3_pre_gapfill,false,PC2_TRANSFER_v4/manifest.csv,128,53b76beef38df52ac49724b55dc65c2a,MATCH,PC2_TRANSFER_v4/manifest.csv:L128->PC2_TRANSFER_v4/processed/he/he_snapshots_2025-01.parquet; PC2_TRANSFER_v4/manifest.csv:L128->processed/he/he_snapshots_2025-01.parquet,,,,,,,
he,2025-01,E_pc2_transfer_processed,pc2_transfer/processed/he/he_snapshots_2025-01.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\he\he_snapshots_2025-01.parquet,5617514,2026-04-02T20:43:51Z,928f4a2242ebee02e9c884cf3322cd6d202a78a1a990cec899da0db9ffbc0482,53b76beef38df52ac49724b55dc65c2a,14,19,343499,337489,1735828201000000000,1738349999999905807,1,22,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,PC2_TRANSFER_v4/manifest.csv:L128->PC2_TRANSFER_v4/processed/he/he_snapshots_2025-01.parquet; PC2_TRANSFER_v4/manifest.csv:L128->processed/he/he_snapshots_2025-01.parquet,,,,,,,
he,2025-01,A_processed_FIXTURE_PATH,processed/he/he_snapshots_2025-01.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\he\he_snapshots_2025-01.parquet,5617514,2026-04-02T20:43:51Z,928f4a2242ebee02e9c884cf3322cd6d202a78a1a990cec899da0db9ffbc0482,53b76beef38df52ac49724b55dc65c2a,14,19,343499,337489,1735828201000000000,1738349999999905807,1,22,24,v3_pre_gapfill,true,PC2_TRANSFER_v4/manifest.csv,128,53b76beef38df52ac49724b55dc65c2a,MATCH,PC2_TRANSFER_v4/manifest.csv:L128->PC2_TRANSFER_v4/processed/he/he_snapshots_2025-01.parquet; PC2_TRANSFER_v4/manifest.csv:L128->processed/he/he_snapshots_2025-01.parquet,1,0,2,1,337488,2,1
he,2025-08,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/he/he_snapshots_2025-08.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\he\he_snapshots_2025-08.parquet,5107650,2026-04-02T20:47:52Z,47c3877cea524dd24f2774d0950d9e9198e5cb04d49a4b899abf18728c5d9c0e,c01482ce25fd8fea2c281fd6815efdb2,14,19,346496,308711,1754056800000000000,1756490699901124193,21,41,24,v3_pre_gapfill,false,PC2_TRANSFER_v4/manifest.csv,135,c01482ce25fd8fea2c281fd6815efdb2,MATCH,PC2_TRANSFER_v4/manifest.csv:L135->PC2_TRANSFER_v4/processed/he/he_snapshots_2025-08.parquet; PC2_TRANSFER_v4/manifest.csv:L135->processed/he/he_snapshots_2025-08.parquet,,,,,,,
he,2025-08,E_pc2_transfer_processed,pc2_transfer/processed/he/he_snapshots_2025-08.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\he\he_snapshots_2025-08.parquet,5107650,2026-04-02T20:47:52Z,47c3877cea524dd24f2774d0950d9e9198e5cb04d49a4b899abf18728c5d9c0e,c01482ce25fd8fea2c281fd6815efdb2,14,19,346496,308711,1754056800000000000,1756490699901124193,21,41,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,PC2_TRANSFER_v4/manifest.csv:L135->PC2_TRANSFER_v4/processed/he/he_snapshots_2025-08.parquet; PC2_TRANSFER_v4/manifest.csv:L135->processed/he/he_snapshots_2025-08.parquet,,,,,,,
he,2025-08,A_processed_FIXTURE_PATH,processed/he/he_snapshots_2025-08.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\he\he_snapshots_2025-08.parquet,5107650,2026-04-02T20:47:52Z,47c3877cea524dd24f2774d0950d9e9198e5cb04d49a4b899abf18728c5d9c0e,c01482ce25fd8fea2c281fd6815efdb2,14,19,346496,308711,1754056800000000000,1756490699901124193,21,41,24,v3_pre_gapfill,true,PC2_TRANSFER_v4/manifest.csv,135,c01482ce25fd8fea2c281fd6815efdb2,MATCH,PC2_TRANSFER_v4/manifest.csv:L135->PC2_TRANSFER_v4/processed/he/he_snapshots_2025-08.parquet; PC2_TRANSFER_v4/manifest.csv:L135->processed/he/he_snapshots_2025-08.parquet,1,0,1,0,308696,2,15
he,2025-09,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/he/he_snapshots_2025-09.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\he\he_snapshots_2025-09.parquet,5257159,2026-04-02T20:48:21Z,9d03ec731108df12e20cb429f77442780c7e67473d5de125a003862e3089556a,9b60259e6a08e83e395275cf48420238,14,19,346488,308702,1756821600999777403,1759255499379574351,21,41,24,v3_pre_gapfill,false,PC2_TRANSFER_v4/manifest.csv,136,9b60259e6a08e83e395275cf48420238,MATCH,PC2_TRANSFER_v4/manifest.csv:L136->PC2_TRANSFER_v4/processed/he/he_snapshots_2025-09.parquet; PC2_TRANSFER_v4/manifest.csv:L136->processed/he/he_snapshots_2025-09.parquet,,,,,,,
he,2025-09,E_pc2_transfer_processed,pc2_transfer/processed/he/he_snapshots_2025-09.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\he\he_snapshots_2025-09.parquet,5257159,2026-04-02T20:48:21Z,9d03ec731108df12e20cb429f77442780c7e67473d5de125a003862e3089556a,9b60259e6a08e83e395275cf48420238,14,19,346488,308702,1756821600999777403,1759255499379574351,21,41,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,PC2_TRANSFER_v4/manifest.csv:L136->PC2_TRANSFER_v4/processed/he/he_snapshots_2025-09.parquet; PC2_TRANSFER_v4/manifest.csv:L136->processed/he/he_snapshots_2025-09.parquet,,,,,,,
he,2025-09,A_processed_FIXTURE_PATH,processed/he/he_snapshots_2025-09.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\he\he_snapshots_2025-09.parquet,5257159,2026-04-02T20:48:21Z,9d03ec731108df12e20cb429f77442780c7e67473d5de125a003862e3089556a,9b60259e6a08e83e395275cf48420238,14,19,346488,308702,1756821600999777403,1759255499379574351,21,41,24,v3_pre_gapfill,true,PC2_TRANSFER_v4/manifest.csv,136,9b60259e6a08e83e395275cf48420238,MATCH,PC2_TRANSFER_v4/manifest.csv:L136->PC2_TRANSFER_v4/processed/he/he_snapshots_2025-09.parquet; PC2_TRANSFER_v4/manifest.csv:L136->processed/he/he_snapshots_2025-09.parquet,1,0,1,0,308688,2,14
he,2025-10,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/he/he_snapshots_2025-10.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\he\he_snapshots_2025-10.parquet,5541593,2026-04-02T20:48:51Z,7f633cce7c12ed1dd79bf1122ff94769d99cdd3cabce0550a56e94e7a2014c3c,d4cf9cbe5051128685163c1d642ce4d3,14,19,379494,338111,1759327200000000000,1761933899738814833,23,45,24,v3_pre_gapfill,false,PC2_TRANSFER_v4/manifest.csv,137,d4cf9cbe5051128685163c1d642ce4d3,MATCH,PC2_TRANSFER_v4/manifest.csv:L137->PC2_TRANSFER_v4/processed/he/he_snapshots_2025-10.parquet; PC2_TRANSFER_v4/manifest.csv:L137->processed/he/he_snapshots_2025-10.parquet,,,,,,,
he,2025-10,E_pc2_transfer_processed,pc2_transfer/processed/he/he_snapshots_2025-10.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\he\he_snapshots_2025-10.parquet,5541593,2026-04-02T20:48:51Z,7f633cce7c12ed1dd79bf1122ff94769d99cdd3cabce0550a56e94e7a2014c3c,d4cf9cbe5051128685163c1d642ce4d3,14,19,379494,338111,1759327200000000000,1761933899738814833,23,45,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,PC2_TRANSFER_v4/manifest.csv:L137->PC2_TRANSFER_v4/processed/he/he_snapshots_2025-10.parquet; PC2_TRANSFER_v4/manifest.csv:L137->processed/he/he_snapshots_2025-10.parquet,,,,,,,
he,2025-10,A_processed_FIXTURE_PATH,processed/he/he_snapshots_2025-10.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\he\he_snapshots_2025-10.parquet,5541593,2026-04-02T20:48:51Z,7f633cce7c12ed1dd79bf1122ff94769d99cdd3cabce0550a56e94e7a2014c3c,d4cf9cbe5051128685163c1d642ce4d3,14,19,379494,338111,1759327200000000000,1761933899738814833,23,45,24,v3_pre_gapfill,true,PC2_TRANSFER_v4/manifest.csv,137,d4cf9cbe5051128685163c1d642ce4d3,MATCH,PC2_TRANSFER_v4/manifest.csv:L137->PC2_TRANSFER_v4/processed/he/he_snapshots_2025-10.parquet; PC2_TRANSFER_v4/manifest.csv:L137->processed/he/he_snapshots_2025-10.parquet,1,0,1,0,338094,2,17
he,2025-11,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/he/he_snapshots_2025-11.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\he\he_snapshots_2025-11.parquet,4778713,2026-04-02T20:49:18Z,95aac07a9395ebe0fc8eb25d45124ed0a4570081031398a14f4d7555d71fbffb,483b71f41c0a9a95c7a0a110fd5151fa,14,19,309895,304487,1762180201000000000,1764353100070036943,1,19,24,v3_pre_gapfill,false,PC2_TRANSFER_v4/manifest.csv,138,483b71f41c0a9a95c7a0a110fd5151fa,MATCH,PC2_TRANSFER_v4/manifest.csv:L138->PC2_TRANSFER_v4/processed/he/he_snapshots_2025-11.parquet; PC2_TRANSFER_v4/manifest.csv:L138->processed/he/he_snapshots_2025-11.parquet,,,,,,,
he,2025-11,E_pc2_transfer_processed,pc2_transfer/processed/he/he_snapshots_2025-11.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\he\he_snapshots_2025-11.parquet,4778713,2026-04-02T20:49:18Z,95aac07a9395ebe0fc8eb25d45124ed0a4570081031398a14f4d7555d71fbffb,483b71f41c0a9a95c7a0a110fd5151fa,14,19,309895,304487,1762180201000000000,1764353100070036943,1,19,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,PC2_TRANSFER_v4/manifest.csv:L138->PC2_TRANSFER_v4/processed/he/he_snapshots_2025-11.parquet; PC2_TRANSFER_v4/manifest.csv:L138->processed/he/he_snapshots_2025-11.parquet,,,,,,,
he,2025-11,A_processed_FIXTURE_PATH,processed/he/he_snapshots_2025-11.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\he\he_snapshots_2025-11.parquet,4778713,2026-04-02T20:49:18Z,95aac07a9395ebe0fc8eb25d45124ed0a4570081031398a14f4d7555d71fbffb,483b71f41c0a9a95c7a0a110fd5151fa,14,19,309895,304487,1762180201000000000,1764353100070036943,1,19,24,v3_pre_gapfill,true,PC2_TRANSFER_v4/manifest.csv,138,483b71f41c0a9a95c7a0a110fd5151fa,MATCH,PC2_TRANSFER_v4/manifest.csv:L138->PC2_TRANSFER_v4/processed/he/he_snapshots_2025-11.parquet; PC2_TRANSFER_v4/manifest.csv:L138->processed/he/he_snapshots_2025-11.parquet,1,0,1,0,304487,1,0
he,2025-12,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/he/he_snapshots_2025-12.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\he\he_snapshots_2025-12.parquet,5021928,2026-04-02T20:49:44Z,0d2b021a309152be7e0c8eee390477f9d9dfd4b5360ad9c2780af830f547bb20,2775b35812a1b1d984442f751eb2cf49,14,19,359992,353683,1764599401000000000,1767207599000000000,1,22,24,v3_pre_gapfill,false,PC2_TRANSFER_v4/manifest.csv,139,2775b35812a1b1d984442f751eb2cf49,MATCH,PC2_TRANSFER_v4/manifest.csv:L139->PC2_TRANSFER_v4/processed/he/he_snapshots_2025-12.parquet; PC2_TRANSFER_v4/manifest.csv:L139->processed/he/he_snapshots_2025-12.parquet,,,,,,,
he,2025-12,E_pc2_transfer_processed,pc2_transfer/processed/he/he_snapshots_2025-12.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\he\he_snapshots_2025-12.parquet,5021928,2026-04-02T20:49:44Z,0d2b021a309152be7e0c8eee390477f9d9dfd4b5360ad9c2780af830f547bb20,2775b35812a1b1d984442f751eb2cf49,14,19,359992,353683,1764599401000000000,1767207599000000000,1,22,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,PC2_TRANSFER_v4/manifest.csv:L139->PC2_TRANSFER_v4/processed/he/he_snapshots_2025-12.parquet; PC2_TRANSFER_v4/manifest.csv:L139->processed/he/he_snapshots_2025-12.parquet,,,,,,,
he,2025-12,A_processed_FIXTURE_PATH,processed/he/he_snapshots_2025-12.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\he\he_snapshots_2025-12.parquet,5021928,2026-04-02T20:49:44Z,0d2b021a309152be7e0c8eee390477f9d9dfd4b5360ad9c2780af830f547bb20,2775b35812a1b1d984442f751eb2cf49,14,19,359992,353683,1764599401000000000,1767207599000000000,1,22,24,v3_pre_gapfill,true,PC2_TRANSFER_v4/manifest.csv,139,2775b35812a1b1d984442f751eb2cf49,MATCH,PC2_TRANSFER_v4/manifest.csv:L139->PC2_TRANSFER_v4/processed/he/he_snapshots_2025-12.parquet; PC2_TRANSFER_v4/manifest.csv:L139->processed/he/he_snapshots_2025-12.parquet,1,0,1,0,353682,2,1
le,2025-01,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/le/le_snapshots_2025-01.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\le\le_snapshots_2025-01.parquet,6359310,2026-04-02T20:57:56Z,642fadcf7ba57981cd30acd1fc94dfcb2ff6a84de77858855d348a32a14446c1,ab148a0fa77f9dc6c47c7ed05dbe79c1,14,19,343507,337494,1735828201000000000,1738349999999542157,1,24,24,v3_pre_gapfill,false,PC2_TRANSFER_v4/manifest.csv,152,ab148a0fa77f9dc6c47c7ed05dbe79c1,MATCH,PC2_TRANSFER_v4/manifest.csv:L152->PC2_TRANSFER_v4/processed/le/le_snapshots_2025-01.parquet; PC2_TRANSFER_v4/manifest.csv:L152->processed/le/le_snapshots_2025-01.parquet,,,,,,,
le,2025-01,E_pc2_transfer_processed,pc2_transfer/processed/le/le_snapshots_2025-01.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\le\le_snapshots_2025-01.parquet,6359310,2026-04-02T20:57:56Z,642fadcf7ba57981cd30acd1fc94dfcb2ff6a84de77858855d348a32a14446c1,ab148a0fa77f9dc6c47c7ed05dbe79c1,14,19,343507,337494,1735828201000000000,1738349999999542157,1,24,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,PC2_TRANSFER_v4/manifest.csv:L152->PC2_TRANSFER_v4/processed/le/le_snapshots_2025-01.parquet; PC2_TRANSFER_v4/manifest.csv:L152->processed/le/le_snapshots_2025-01.parquet,,,,,,,
le,2025-01,A_processed_FIXTURE_PATH,processed/le/le_snapshots_2025-01.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\le\le_snapshots_2025-01.parquet,6359310,2026-04-02T20:57:56Z,642fadcf7ba57981cd30acd1fc94dfcb2ff6a84de77858855d348a32a14446c1,ab148a0fa77f9dc6c47c7ed05dbe79c1,14,19,343507,337494,1735828201000000000,1738349999999542157,1,24,24,v3_pre_gapfill,true,PC2_TRANSFER_v4/manifest.csv,152,ab148a0fa77f9dc6c47c7ed05dbe79c1,MATCH,PC2_TRANSFER_v4/manifest.csv:L152->PC2_TRANSFER_v4/processed/le/le_snapshots_2025-01.parquet; PC2_TRANSFER_v4/manifest.csv:L152->processed/le/le_snapshots_2025-01.parquet,1,0,2,1,337493,2,1
le,2025-08,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/le/le_snapshots_2025-08.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\le\le_snapshots_2025-08.parquet,7092473,2026-04-02T21:03:21Z,dd3270662b9c3d44a649358f97491db007cace6bec79d5ce86d00708c22072e7,e30551da4cecc04f022f198e508d0859,14,19,346498,308711,1754056800000000000,1756490699440499153,21,41,24,v3_pre_gapfill,false,PC2_TRANSFER_v4/manifest.csv,159,e30551da4cecc04f022f198e508d0859,MATCH,PC2_TRANSFER_v4/manifest.csv:L159->PC2_TRANSFER_v4/processed/le/le_snapshots_2025-08.parquet; PC2_TRANSFER_v4/manifest.csv:L159->processed/le/le_snapshots_2025-08.parquet,,,,,,,
le,2025-08,E_pc2_transfer_processed,pc2_transfer/processed/le/le_snapshots_2025-08.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\le\le_snapshots_2025-08.parquet,7092473,2026-04-02T21:03:21Z,dd3270662b9c3d44a649358f97491db007cace6bec79d5ce86d00708c22072e7,e30551da4cecc04f022f198e508d0859,14,19,346498,308711,1754056800000000000,1756490699440499153,21,41,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,PC2_TRANSFER_v4/manifest.csv:L159->PC2_TRANSFER_v4/processed/le/le_snapshots_2025-08.parquet; PC2_TRANSFER_v4/manifest.csv:L159->processed/le/le_snapshots_2025-08.parquet,,,,,,,
le,2025-08,A_processed_FIXTURE_PATH,processed/le/le_snapshots_2025-08.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\le\le_snapshots_2025-08.parquet,7092473,2026-04-02T21:03:21Z,dd3270662b9c3d44a649358f97491db007cace6bec79d5ce86d00708c22072e7,e30551da4cecc04f022f198e508d0859,14,19,346498,308711,1754056800000000000,1756490699440499153,21,41,24,v3_pre_gapfill,true,PC2_TRANSFER_v4/manifest.csv,159,e30551da4cecc04f022f198e508d0859,MATCH,PC2_TRANSFER_v4/manifest.csv:L159->PC2_TRANSFER_v4/processed/le/le_snapshots_2025-08.parquet; PC2_TRANSFER_v4/manifest.csv:L159->processed/le/le_snapshots_2025-08.parquet,1,0,1,0,308698,2,13
